state,district,year,serial_no,rape,assault_women,insult_modesty,importation_girls,total_crimes,immoral_traffic,procuration_minor_girls,human_trafficking,assault_women_above18,assault_women_below18,insult_modesty_above18,insult_modesty_below18,cyber_explicit_material,other_women_cyber_crimes,total_community_crimes,source_dataset,year_year,state_name_state_name,state_code_state_code,district_name_district_name,district_code_district_code,registration_circles_registration_circles,rape_rape,assault_on_women_assault_on_women,insult_to_the_modesty_of_women_insult_to_the_modesty_of_women,importation_of_girls_from_foreign_importation_of_girls_from_foreign,immoral_traffic_prevention_immoral_traffic_prevention,human_trafficking_human_trafficking
Tamil Nadu,Tirunelveli,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,30.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Thiruvallur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,54.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tiruvannamalai,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,17.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,122.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Thiruvarur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,50.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tuticorin,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,4.0,0.0,45.0,0.0,0.0,0.0,0.0,1.0,143.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tiruppur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,43.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tiruppur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,17.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tiruchirappalli,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,2.0,16.0,0.0,2.0,0.0,0.0,0.0,47.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Tiruchirappalli,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,1.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,44.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Vellore,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,10.0,1.0,29.0,0.0,1.0,0.0,0.0,0.0,141.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Villupuram,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,15.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,152.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Virudhunagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,71.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Coimbatore,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Chennai,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Hyderabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,58.0,868.0,0.0,211.0,13.0,0.0,8.0,1477.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Hyderabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,317.0,0.0,129.0,0.0,32.0,0.0,709.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Karimnagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,184.0,0.0,12.0,20.0,7.0,0.0,253.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Khammam,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,211.0,0.0,49.0,0.0,0.0,4.0,361.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Nizamabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,4.0,0.0,106.0,2.0,52.0,0.0,0.0,0.0,199.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Yadadri Bhuvanagiri,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,8.0,857.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Peddapalli,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,6.0,5.0,201.0,0.0,27.0,58.0,0.0,2.0,339.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Siddipet,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,113.0,0.0,8.0,27.0,1.0,0.0,176.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Warangal,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,2.0,4.0,189.0,1.0,45.0,11.0,0.0,0.0,328.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Adilabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,8.0,0.0,48.0,0.0,4.0,6.0,0.0,0.0,83.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Bhadradri Kothagudem,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,5.0,0.0,113.0,0.0,15.0,0.0,0.0,0.0,205.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Jayashankar Bhupalapally,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,108.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Jogulamba Gadwal,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,4.0,0.0,62.0,0.0,0.0,10.0,0.0,0.0,93.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Kamareddy,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,6.0,1.0,31.0,2.0,7.0,14.0,1.0,0.0,74.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Kumuram Bheem Asifabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,92.0,0.0,4.0,0.0,0.0,0.0,128.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Mahabubabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,4.0,0.0,100.0,2.0,21.0,18.0,0.0,0.0,163.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Mahabubnagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,2.0,0.0,35.0,0.0,27.0,66.0,0.0,0.0,214.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Medak,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,54.0,0.0,15.0,0.0,0.0,0.0,122.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Nagarkurnool,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,67.0,0.0,6.0,0.0,0.0,0.0,102.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Nalgonda,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,2.0,3.0,170.0,2.0,110.0,0.0,1.0,0.0,401.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Nirmal,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,48.0,0.0,9.0,0.0,0.0,0.0,88.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Rajanna Sircilla,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,71.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Sangareddy,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,7.0,0.0,100.0,0.0,16.0,6.0,0.0,0.0,160.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Suryapet,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,170.0,0.0,84.0,0.0,0.0,0.0,310.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Vikarabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,43.0,0.0,8.0,0.0,0.0,0.0,71.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Wanaparthy,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,30.0,0.0,0.0,4.0,0.0,0.0,63.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Telangana,Hyderabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,Dhalai,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,3.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,47.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,Gomati,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,26.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,West Tripura,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,Khowai,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,20.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,North Tripura,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1.0,1.0,35.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,Unakoti,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,26.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,South Tripura,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,37.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,Unakoti,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,29.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,West Tripura,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,10.0,0.0,57.0,3.0,4.0,0.0,0.0,0.0,100.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Agra,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,388.0,0.0,0.0,103.0,0.0,0.0,641.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Aligarh,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,2.0,216.0,9.0,1.0,102.0,0.0,0.0,474.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Prayagraj,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,349.0,0.0,0.0,26.0,0.0,0.0,375.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Ambedkar Nagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,38.0,0.0,0.0,52.0,0.0,0.0,119.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Amethi,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,100.0,0.0,0.0,74.0,10.0,0.0,184.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Amroha,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,60.0,0.0,0.0,29.0,7.0,0.0,136.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Auraiya,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,86.0,0.0,0.0,58.0,0.0,0.0,218.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Azamgarh,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,209.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Budaun,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,133.0,0.0,0.0,54.0,0.0,0.0,239.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Baghpat,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,24.0,4.0,0.0,34.0,0.0,0.0,94.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Bahraich,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,159.0,7.0,0.0,0.0,0.0,0.0,211.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Ballia,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,100.0,8.0,0.0,53.0,0.0,0.0,297.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Balrampur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,91.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Banda,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,56.0,0.0,0.0,54.0,1.0,0.0,111.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Bara Banki,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,155.0,0.0,0.0,52.0,0.0,0.0,292.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Bareilly,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,611.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Basti,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,130.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Bijnor,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,289.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Bulandshahr,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,145.0,0.0,0.0,65.0,1.0,0.0,318.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Chandauli,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,44.0,0.0,0.0,4.0,1.0,0.0,88.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Chitrakoot,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,96.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Deoria,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,76.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Etah,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,266.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Etawah,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,60.0,0.0,0.0,37.0,0.0,0.0,150.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Ayodhya,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,131.0,10.0,0.0,66.0,3.0,0.0,343.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Fatehpur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,67.0,0.0,0.0,76.0,0.0,0.0,143.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Firozabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,51.0,0.0,0.0,72.0,6.0,0.0,224.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Lucknow,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,0.0,0.0,80.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Ghaziabad,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,342.0,0.0,0.0,31.0,0.0,0.0,420.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Ghazipur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,109.0,2.0,0.0,54.0,0.0,0.0,276.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Gonda,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,161.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Gorakhpur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,1.0,269.0,0.0,0.0,30.0,4.0,0.0,486.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Hamirpur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,35.0,0.0,0.0,52.0,0.0,0.0,87.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Hapur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,71.0,5.0,0.0,39.0,0.0,0.0,180.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Hardoi,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,375.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Hathras,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,100.0,0.0,0.0,50.0,7.0,0.0,224.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Jalaun,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,47.0,1.0,0.0,72.0,0.0,0.0,167.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Jaunpur,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,94.0,0.0,0.0,18.0,0.0,0.0,253.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Jhansi,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,153.0,0.0,0.0,33.0,0.0,0.0,271.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kannauj,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,152.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kanpur Dehat,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,129.0,1.0,4.0,55.0,0.0,0.0,295.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kanpur Nagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,433.0,0.0,1.0,0.0,0.0,0.0,608.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kasganj,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,1.0,131.0,0.0,0.0,0.0,0.0,0.0,169.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kaushambi,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,25.0,0.0,0.0,58.0,0.0,0.0,83.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kheri,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,227.0,0.0,0.0,33.0,0.0,0.0,340.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kushinagar,2018.0,15.0,27.0,43.0,1.0,0.0,281.0,0.0,0.0,0.0,72.0,10.0,0.0,34.0,0.0,0.0,145.0,Dataset_6,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
