state,district,year,serial_no,rape,assault_women,insult_modesty,importation_girls,total_crimes,immoral_traffic,procuration_minor_girls,human_trafficking,assault_women_above18,assault_women_below18,insult_modesty_above18,insult_modesty_below18,cyber_explicit_material,other_women_cyber_crimes,total_community_crimes,source_dataset,year_year,state_name_state_name,state_code_state_code,district_name_district_name,district_code_district_code,registration_circles_registration_circles,rape_rape,assault_on_women_assault_on_women,insult_to_the_modesty_of_women_insult_to_the_modesty_of_women,importation_of_girls_from_foreign_importation_of_girls_from_foreign,immoral_traffic_prevention_immoral_traffic_prevention,human_trafficking_human_trafficking
ANDHRA PRADESH,ADILABAD,2010.0,15.0,48.0,133.0,155.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,ANANTAPUR,2010.0,15.0,20.0,132.0,35.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,CHITTOOR,2010.0,15.0,44.0,136.0,121.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,CUDDAPAH,2010.0,15.0,39.0,137.0,45.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,CYBERABAD,2010.0,15.0,95.0,157.0,1257.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,EAST GODAVARI,2010.0,15.0,66.0,193.0,188.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,GUNTAKAL RLY.,2010.0,15.0,0.0,2.0,2.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,GUNTUR,2010.0,15.0,38.0,282.0,409.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,GUNTUR URBAN,2010.0,15.0,12.0,48.0,54.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,HYDERABAD CITY,2010.0,15.0,45.0,171.0,60.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,KARIMNAGAR,2010.0,15.0,65.0,237.0,241.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,KHAMMAM,2010.0,15.0,62.0,147.0,129.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,KRISHNA,2010.0,15.0,54.0,300.0,149.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,KURNOOL,2010.0,15.0,49.0,347.0,268.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,MAHABOOBNAGAR,2010.0,15.0,89.0,174.0,78.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,MEDAK,2010.0,15.0,49.0,103.0,95.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,NALGONDA,2010.0,15.0,68.0,195.0,192.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,NELLORE,2010.0,15.0,28.0,176.0,119.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,NIZAMABAD,2010.0,15.0,62.0,114.0,75.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,PRAKASHAM,2010.0,15.0,29.0,253.0,32.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,RAJAHMUNDRY,2010.0,15.0,10.0,47.0,39.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,RANGA REDDY,2010.0,15.0,19.0,39.0,26.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,SECUNDERABAD RLY.,2010.0,15.0,1.0,2.0,2.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,SRIKAKULAM,2010.0,15.0,35.0,93.0,92.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,TIRUPATHI URBAN,2010.0,15.0,10.0,38.0,25.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,VIJAYAWADA CITY,2010.0,15.0,25.0,172.0,219.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,VIJAYAWADA RLY.,2010.0,15.0,1.0,6.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,VISAKHA RURAL,2010.0,15.0,42.0,92.0,52.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,VISAKHAPATNAM,2010.0,15.0,53.0,59.0,52.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,VIZIANAGARAM,2010.0,15.0,32.0,101.0,85.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,WARANGAL,2010.0,15.0,28.0,98.0,10.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,WARANGAL URBAN,2010.0,15.0,17.0,50.0,25.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,WEST GODAVARI,2010.0,15.0,127.0,400.0,231.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ANDHRA PRADESH,TOTAL,2010.0,15.0,1362.0,4634.0,4562.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,ANJAW,2010.0,15.0,1.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,CHANGLANG,2010.0,15.0,4.0,10.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,DIBANG VALLEY,2010.0,15.0,3.0,2.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,K/KUMEY,2010.0,15.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,KAMENG EAST,2010.0,15.0,1.0,2.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,KAMENG WEST,2010.0,15.0,0.0,5.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,LOHIT,2010.0,15.0,9.0,7.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,PAPUM PARE,2010.0,15.0,4.0,13.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,RURAL,2010.0,15.0,3.0,5.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,SIANG EAST,2010.0,15.0,8.0,8.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,SIANG UPPER,2010.0,15.0,1.0,2.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,SIANG WEST,2010.0,15.0,6.0,16.0,1.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010.0,15.0,0.0,4.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010.0,15.0,5.0,7.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,TAWANG,2010.0,15.0,1.0,1.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,TIRAP,2010.0,15.0,1.0,2.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010.0,15.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ARUNACHAL PRADESH,TOTAL,2010.0,15.0,47.0,84.0,1.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,BARPETA,2010.0,15.0,109.0,65.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,BASKA,2010.0,15.0,23.0,14.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,BONGAIGAON,2010.0,15.0,51.0,46.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,C.I.D.,2010.0,15.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,CACHAR,2010.0,15.0,73.0,10.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,CHIRANG,2010.0,15.0,28.0,3.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,DARRANG,2010.0,15.0,97.0,225.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,DHEMAJI,2010.0,15.0,75.0,40.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,DHUBRI,2010.0,15.0,181.0,250.0,7.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,DIBRUGARH,2010.0,15.0,54.0,51.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,G.R.P.,2010.0,15.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,GOALPARA,2010.0,15.0,119.0,10.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,GOLAGHAT,2010.0,15.0,40.0,33.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,GUWAHATI CITY,2010.0,15.0,70.0,119.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,HAILAKANDI,2010.0,15.0,72.0,16.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,JORHAT,2010.0,15.0,51.0,60.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,KAMRUP,2010.0,15.0,51.0,69.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,KARBI ANGLONG,2010.0,15.0,19.0,7.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,KARIMGANJ,2010.0,15.0,36.0,7.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,KOKRAJHAR,2010.0,15.0,30.0,3.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,LAKHIMPUR,2010.0,15.0,39.0,60.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,MORIGAON,2010.0,15.0,74.0,63.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,N.C.HILLS,2010.0,15.0,3.0,0.0,4.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,NAGAON,2010.0,15.0,148.0,18.0,9.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,NALBARI,2010.0,15.0,24.0,75.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,R.P.O.,2010.0,15.0,7.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,SIBSAGAR,2010.0,15.0,75.0,85.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,SONITPUR,2010.0,15.0,80.0,30.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,TINSUKIA,2010.0,15.0,55.0,25.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,UDALGURI,2010.0,15.0,37.0,16.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
ASSAM,TOTAL,2010.0,15.0,1721.0,1400.0,20.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,ARARIA,2010.0,15.0,42.0,2.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,ARWAL,2010.0,15.0,3.0,4.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,AURANGABAD,2010.0,15.0,12.0,3.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BAGAHA,2010.0,15.0,10.0,29.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BANKA,2010.0,15.0,13.0,3.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BEGUSARAI,2010.0,15.0,20.0,10.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BETTIAH,2010.0,15.0,18.0,6.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BHABHUA,2010.0,15.0,6.0,0.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BHAGALPUR,2010.0,15.0,22.0,12.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BHOJPUR,2010.0,15.0,15.0,3.0,0.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
BIHAR,BUXAR,2010.0,15.0,12.0,15.0,1.0,0.0,281.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,112.0,Dataset_5,0.0,Unknown,0.0,Unknown,0.0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0
